complaint_type,borough,agency,incident_zip,target
66,2,10,29,1
47,1,10,121,1
47,1,10,106,1
47,1,10,114,1
62,3,10,154,1
42,0,9,65,1
42,4,9,51,1
7,1,3,109,0
83,0,9,77,0
63,2,8,33,0
47,0,10,79,1
23,0,7,61,1
47,1,10,115,1
47,1,10,116,1
9,3,10,162,1
42,0,9,79,1
47,1,10,96,1
66,1,10,99,1
46,3,10,150,1
42,1,9,129,1
75,1,9,113,0
20,4,7,50,1
67,2,10,2,1
66,2,10,32,1
105,3,7,147,1
47,4,10,52,1
66,1,10,118,1
92,1,5,100,1
99,4,5,59,1
40,1,7,96,0
103,3,4,132,1
33,2,10,9,1
101,0,9,72,1
47,1,10,109,1
39,3,3,164,1
56,3,11,172,1
9,2,10,32,1
9,4,10,58,1
28,2,9,29,0
47,2,10,28,1
66,1,10,124,1
66,1,10,101,1
9,3,10,161,1
9,3,10,136,1
23,0,7,71,1
47,1,10,125,1
66,1,10,100,1
9,1,10,126,1
42,3,9,147,1
90,3,5,151,1
42,1,9,106,1
66,0,10,67,1
66,0,10,69,1
47,3,10,154,1
47,1,10,128,1
2,1,10,130,1
47,3,10,165,1
9,3,10,156,1
6,3,4,157,0
8,2,10,2,1
47,1,10,116,1
47,0,10,76,1
9,3,10,174,1
61,3,1,153,0
68,3,10,133,1
42,1,9,108,1
75,0,9,62,1
58,1,7,107,1
66,1,10,94,1
67,2,10,27,1
86,2,5,12,0
39,1,3,102,0
9,3,10,164,1
9,1,10,121,1
42,0,9,75,1
66,1,10,121,1
9,3,10,147,1
9,1,10,130,1
42,1,9,112,1
33,2,10,12,1
9,2,10,32,1
45,1,7,107,1
42,0,9,76,1
47,4,10,52,1
99,2,5,43,1
66,0,10,68,1
42,2,9,28,1
66,3,10,151,1
63,2,8,20,0
2,1,10,130,1
101,0,9,77,1
26,3,10,142,1
47,3,10,154,1
66,3,10,148,1
47,3,10,180,1
68,2,10,31,1
62,4,10,51,1
75,2,9,9,1
90,1,5,94,1
62,1,10,115,1
109,3,1,162,0
58,0,7,81,1
42,2,9,28,1
42,1,9,104,1
42,1,9,110,1
9,0,10,76,1
61,3,1,147,1
68,2,10,33,1
9,1,10,100,1
45,2,7,27,0
66,2,10,31,1
47,0,10,63,1
62,1,10,103,1
47,2,10,22,1
99,1,5,96,1
66,2,10,28,1
17,0,9,67,0
47,1,10,101,1
31,2,3,29,0
23,4,7,58,1
28,1,9,118,0
47,2,10,9,1
66,2,10,34,1
68,2,10,30,1
109,3,1,141,1
62,3,10,92,1
47,1,10,121,1
67,4,10,58,1
47,1,10,94,1
47,1,10,115,1
9,3,10,132,1
66,1,10,117,1
66,3,10,149,1
2,4,10,58,1
62,1,10,118,1
47,3,10,151,1
47,2,10,30,1
28,3,9,171,1
47,3,10,145,1
42,0,9,76,1
81,3,4,175,1
23,1,7,123,1
42,1,9,101,1
45,1,7,124,0
66,1,10,113,1
47,3,10,153,1
42,0,9,71,1
47,0,10,76,1
47,1,10,130,1
47,1,10,112,1
9,3,10,147,1
66,3,10,144,1
66,1,10,99,1
66,2,10,29,1
22,1,7,102,1
40,0,7,77,0
66,2,10,28,1
66,0,10,74,1
22,4,7,57,1
67,2,10,22,1
67,3,10,147,1
47,3,10,152,1
42,0,9,62,1
66,1,10,121,1
47,1,10,109,1
47,3,10,144,1
47,3,10,91,1
47,1,10,120,1
47,1,10,97,1
47,2,10,37,1
42,3,9,90,1
47,2,10,21,1
67,4,10,56,1
54,1,1,114,1
76,0,10,68,1
8,2,10,2,1
42,0,9,61,1
42,0,9,65,1
66,1,10,128,1
47,0,10,61,1
2,1,10,120,1
42,3,9,149,1
34,2,9,24,0
42,2,9,36,1
2,1,10,94,1
47,1,10,97,1
63,2,8,46,0
42,2,9,24,1
66,3,10,133,1
66,0,10,77,1
23,1,7,124,1
9,1,10,130,1
85,1,1,96,1
47,2,10,28,1
62,3,10,92,1
66,2,10,28,1
42,1,9,129,1
47,1,10,101,1
76,1,10,126,1
9,1,10,118,1
42,0,9,61,1
47,1,10,112,1
9,2,10,2,1
47,3,10,132,1
66,1,10,110,1
2,1,10,94,1
64,2,10,22,1
47,4,10,58,1
42,0,9,71,1
42,3,9,144,1
40,2,7,1,1
66,3,10,148,1
47,4,10,52,1
99,2,5,2,1
23,0,7,68,1
46,1,10,110,1
9,0,10,84,1
47,2,10,37,1
32,1,3,94,1
17,0,9,69,0
9,0,10,78,1
2,4,10,56,1
8,2,10,2,1
42,0,9,60,1
23,1,7,115,1
42,0,9,70,1
47,3,10,168,1
42,0,9,64,1
2,3,10,161,1
68,2,10,30,1
42,3,9,133,1
9,4,10,51,1
57,1,6,122,0
66,3,10,165,1
42,2,9,29,1
47,3,10,154,1
66,0,10,61,1
42,0,9,67,1
39,2,3,22,0
66,0,10,81,1
45,0,7,76,1
100,3,7,174,1
67,2,10,32,1
47,1,10,109,1
28,3,9,87,1
28,2,9,31,0
42,1,9,107,1
47,0,10,78,1
63,3,8,158,0
8,2,10,2,1
47,0,10,75,1
56,3,11,172,0
46,3,10,152,1
67,2,10,10,1
67,2,10,9,1
17,2,9,2,0
66,1,10,118,1
90,2,5,12,1
42,2,9,1,1
66,3,10,163,1
9,3,10,144,1
67,2,10,33,1
47,2,10,23,1
99,2,5,25,1
66,1,10,113,1
22,1,7,118,1
9,1,10,106,1
66,3,10,144,1
66,1,10,99,1
47,0,10,80,1
66,1,10,108,1
18,3,6,146,1
59,0,4,78,0
38,1,9,105,1
58,3,7,153,1
51,1,4,117,1
66,0,10,76,1
47,1,10,104,1
58,3,7,157,0
42,2,9,34,1
8,2,10,2,1
101,0,9,61,1
66,1,10,98,1
47,1,10,109,1
42,2,9,30,1
75,3,9,151,1
66,0,10,68,1
78,4,3,58,0
81,4,4,52,1
109,1,1,109,0
47,3,10,146,1
58,4,7,59,1
42,3,9,147,1
66,2,10,26,1
75,0,9,68,0
12,3,3,136,1
47,3,10,152,1
47,3,10,165,1
62,0,10,63,1
47,0,10,79,1
66,0,10,67,1
26,3,10,154,1
42,0,9,60,1
68,3,10,176,1
42,4,9,49,1
66,0,10,72,1
66,0,10,73,1
63,2,8,13,0
47,0,10,76,1
47,2,10,22,1
37,2,11,16,0
81,1,4,115,1
9,3,10,141,1
17,2,9,1,0
42,3,9,89,1
42,0,9,78,1
74,2,9,10,0
105,3,7,147,1
101,1,9,117,0
63,1,8,122,0
47,1,10,112,1
42,0,9,60,1
66,3,10,89,1
66,0,10,70,1
59,2,4,22,0
47,1,10,125,1
12,3,3,163,0
46,1,10,101,1
109,1,1,95,1
15,3,0,90,1
31,0,3,66,0
47,1,10,127,1
22,0,7,77,1
66,0,10,65,1
9,4,10,58,1
107,2,9,31,0
9,2,10,13,1
42,2,9,1,1
63,3,8,158,0
9,3,10,133,1
47,3,10,169,1
26,3,10,133,1
22,0,7,65,1
8,2,10,2,1
90,1,5,116,1
47,2,10,37,1
40,1,7,126,0
46,1,10,96,1
66,1,10,108,1
47,3,10,175,1
67,2,10,9,1
47,1,10,110,1
46,1,10,112,1
47,3,10,140,1
63,2,8,20,0
61,0,1,70,0
58,1,7,111,1
66,2,10,26,1
59,1,4,94,0
42,0,9,65,1
47,0,10,79,1
80,1,7,107,1
66,0,10,78,1
66,2,10,29,1
90,4,5,58,1
60,1,6,105,0
71,1,7,112,1
66,1,10,104,1
42,0,9,72,1
66,0,10,65,1
47,1,10,130,1
50,1,4,128,1
2,0,10,78,1
101,2,9,27,0
9,1,10,106,1
42,0,9,77,1
67,2,10,16,1
47,2,10,21,1
42,2,9,28,1
40,1,7,123,0
47,1,10,102,1
66,0,10,77,1
66,1,10,102,1
47,0,10,76,1
22,0,7,75,1
61,0,1,70,1
47,3,10,171,1
66,3,10,92,1
9,3,10,152,1
47,3,10,154,1
45,4,7,52,1
22,1,7,103,1
66,0,10,66,1
45,0,7,60,1
17,1,9,96,0
10,1,3,117,1
42,2,9,72,1
67,2,10,31,1
75,1,9,105,0
66,2,10,20,1
42,2,9,15,1
66,0,10,74,1
9,1,10,123,1
42,0,9,76,1
9,1,10,96,1
3,2,1,30,1
67,2,10,27,1
33,2,10,9,1
47,1,10,106,1
67,2,10,29,1
47,3,10,148,1
66,1,10,115,1
9,1,10,99,1
66,3,10,144,1
2,4,10,56,1
9,1,10,128,1
66,3,10,88,1
47,1,10,103,1
68,1,10,128,1
47,1,10,119,1
66,0,10,65,1
90,1,5,125,1
68,0,10,70,1
9,0,10,75,1
66,1,10,108,1
9,3,10,166,1
42,0,9,66,1
47,1,10,118,1
9,1,10,121,1
107,2,9,26,0
39,0,3,71,1
66,1,10,122,1
66,0,10,66,1
47,3,10,148,1
42,3,9,147,1
22,1,7,120,1
22,1,7,115,1
20,2,7,19,0
12,3,3,161,0
61,1,1,114,1
24,3,10,163,1
67,3,10,144,1
47,2,10,28,1
67,3,10,150,1
42,2,9,34,1
2,1,10,130,1
58,2,7,22,0
42,0,9,76,1
23,0,7,78,1
58,1,7,111,1
42,0,9,80,1
39,2,3,2,1
74,2,9,29,0
68,2,10,7,1
40,1,7,106,0
26,3,10,173,1
47,3,10,178,1
45,1,7,118,1
66,1,10,101,1
67,2,10,13,1
47,0,10,78,1
47,3,10,154,1
47,2,10,26,1
2,3,10,164,1
74,1,9,129,1
47,3,10,89,1
9,0,10,82,1
42,0,9,77,1
42,1,9,104,1
2,3,10,134,1
42,0,9,77,1
75,2,9,24,0
75,0,9,67,1
63,2,8,20,0
22,0,7,65,1
71,3,7,148,1
47,2,10,2,1
47,0,10,76,1
47,3,10,87,1
23,4,7,56,1
47,3,10,148,1
31,1,3,117,0
69,1,10,112,1
96,2,11,10,0
47,1,10,106,1
47,3,10,152,1
66,3,10,176,1
47,3,10,165,1
63,2,8,46,0
42,2,9,27,1
9,3,10,88,1
34,1,9,98,1
81,1,4,106,1
85,3,1,166,1
47,3,10,145,1
2,3,10,161,1
67,0,10,77,1
66,0,10,77,1
42,1,9,118,1
42,3,9,149,1
56,2,11,9,0
86,3,5,148,0
9,1,10,115,1
9,4,10,49,1
62,1,10,115,1
42,1,9,119,1
12,3,3,163,0
66,0,10,75,1
66,3,10,89,1
61,3,1,133,1
47,1,10,121,1
22,1,7,124,1
58,1,7,123,1
62,1,10,117,1
42,3,9,158,1
47,3,10,150,1
22,1,7,101,1
42,2,9,25,1
90,2,5,13,1
66,3,10,150,1
9,3,10,134,1
47,2,10,15,1
23,2,7,24,1
66,3,10,168,1
25,2,4,14,1
47,3,10,181,1
66,2,10,23,1
66,0,10,62,1
28,0,9,76,0
62,0,10,66,1
61,1,1,131,1
14,2,7,33,1
67,1,10,97,1
63,3,8,158,0
31,3,3,148,0
12,0,3,67,0
33,2,10,13,1
47,1,10,117,1
66,1,10,120,1
72,2,5,32,1
66,1,10,129,1
62,3,10,148,1
28,1,9,103,0
107,0,9,67,0
63,2,8,46,0
66,2,10,25,1
66,0,10,77,1
8,2,10,2,1
66,2,10,28,1
74,1,9,102,0
8,2,10,2,1
47,0,10,72,1
62,3,10,89,1
40,1,7,96,0
28,0,9,72,0
47,3,10,140,1
67,1,10,127,1
74,1,9,113,0
72,2,5,40,1
66,2,10,24,1
101,4,9,51,0
85,4,1,58,1
66,1,10,112,1
66,3,10,174,1
66,0,10,70,1
81,3,4,165,1
63,2,8,20,0
47,1,10,129,1
47,0,10,75,1
66,1,10,108,1
66,2,10,28,1
42,3,9,92,1
26,3,10,142,1
9,0,10,77,1
42,0,9,61,1
66,1,10,98,1
45,1,7,115,1
47,3,10,163,1
68,2,10,29,1
66,4,10,51,1
45,0,7,82,0
42,0,9,71,1
68,2,10,37,1
66,3,10,173,1
66,3,10,136,1
101,1,9,120,0
47,1,10,97,1
54,3,1,91,1
75,2,9,24,0
47,3,10,161,1
47,3,10,165,1
62,1,10,108,1
42,1,9,96,1
47,1,10,106,1
69,3,10,150,1
42,3,9,148,1
47,1,10,127,1
47,1,10,101,1
9,1,10,106,1
47,3,10,147,1
67,1,10,105,1
66,0,10,72,1
9,1,10,110,1
47,2,10,21,1
47,1,10,94,1
42,1,9,128,1
47,1,10,109,1
22,3,7,92,1
67,2,10,14,1
47,0,10,61,1
42,0,9,77,1
66,3,10,158,1
42,2,9,19,1
66,1,10,121,1
66,0,10,72,1
50,1,4,99,1
9,1,10,113,1
42,0,9,66,1
37,2,11,16,0
69,2,10,16,1
61,2,1,26,1
45,3,7,156,1
75,2,9,32,1
9,3,10,159,1
74,1,9,104,1
101,2,9,31,0
47,1,10,121,1
47,1,10,121,1
109,3,1,153,1
91,3,5,147,1
66,3,10,174,1
9,3,10,165,1
9,1,10,126,1
66,1,10,131,1
109,3,1,148,1
42,0,9,69,1
105,2,7,0,1
42,1,9,115,1
9,3,10,164,1
68,3,10,164,1
66,1,10,94,1
69,2,10,9,1
45,3,7,90,1
47,1,10,121,1
59,1,4,94,0
66,2,10,20,1
66,2,10,2,1
47,2,10,2,1
47,1,10,126,1
66,0,10,77,1
9,3,10,175,1
66,4,10,48,1
9,0,10,68,1
8,2,10,2,1
66,3,10,174,1
47,4,10,58,1
9,0,10,65,1
42,2,9,23,1
47,3,10,87,1
47,0,10,69,1
47,3,10,143,1
62,0,10,71,1
62,2,10,3,1
67,2,10,10,1
42,1,9,98,1
108,3,1,146,1
58,0,7,74,1
66,1,10,104,1
47,0,10,66,1
47,1,10,126,1
81,1,4,111,1
3,1,1,117,0
62,1,10,113,1
101,1,9,108,0
47,1,10,121,1
81,3,4,157,1
66,3,10,150,1
47,4,10,59,1
66,2,10,1,1
42,0,9,77,1
67,1,10,99,1
42,0,9,67,1
66,2,10,43,1
47,3,10,146,1
90,4,5,59,1
23,1,7,114,1
84,3,7,174,0
63,2,8,20,0
63,2,8,20,0
67,0,10,62,1
107,1,9,99,1
67,3,10,145,1
47,1,10,114,1
75,1,9,102,0
81,0,4,67,1
81,3,4,178,1
66,0,10,66,1
37,2,11,12,0
107,1,9,131,0
47,3,10,87,1
47,1,10,115,1
47,1,10,118,1
44,2,2,34,1
9,1,10,131,1
47,0,10,81,1
12,1,3,126,0
47,1,10,109,1
65,1,10,120,1
40,1,7,129,0
66,3,10,144,1
58,2,7,19,0
62,1,10,100,1
66,3,10,176,1
66,0,10,65,1
49,2,6,1,0
67,1,10,126,1
47,0,10,63,1
47,1,10,107,1
91,4,5,58,1
58,1,7,106,1
47,1,10,105,1
33,1,10,103,1
101,0,9,71,0
42,2,9,37,1
66,1,10,96,1
66,0,10,72,1
39,4,3,58,0
9,0,10,76,1
42,0,9,65,1
66,0,10,62,1
31,1,3,121,0
47,4,10,53,1
20,1,7,131,1
67,1,10,98,1
47,1,10,94,1
42,1,9,118,1
66,2,10,31,1
101,3,9,151,1
42,3,9,148,1
53,3,3,177,1
42,0,9,69,1
33,2,10,37,1
62,1,10,95,1
101,2,9,1,0
42,3,9,181,1
42,0,9,77,1
71,1,7,94,1
66,1,10,118,1
66,1,10,113,1
67,2,10,27,1
9,0,10,77,1
101,3,9,157,1
66,0,10,67,1
42,0,9,61,1
63,2,8,20,0
86,0,5,62,0
75,1,9,99,0
18,3,6,175,0
47,1,10,119,1
83,0,9,79,0
74,3,9,159,0
66,1,10,98,1
42,4,9,58,1
62,2,10,10,1
61,0,1,73,0
58,3,7,164,1
66,1,10,125,1
66,4,10,53,1
68,2,10,16,1
23,4,7,59,1
107,0,9,66,0
66,3,10,132,1
9,3,10,162,1
47,0,10,74,1
47,2,10,31,1
66,3,10,178,1
66,1,10,100,1
66,1,10,104,1
45,1,7,97,0
9,3,10,148,1
63,2,8,22,0
9,0,10,82,1
107,0,9,69,0
101,0,9,71,0
47,1,10,94,1
63,2,8,20,0
9,3,10,153,1
81,2,4,32,1
47,1,10,126,1
62,0,10,70,1
2,1,10,130,1
9,0,10,83,1
66,2,10,30,1
47,3,10,136,1
9,3,10,154,1
18,3,6,88,1
66,0,10,76,1
67,2,10,29,1
99,2,5,1,1
47,3,10,141,1
62,0,10,74,1
66,1,10,99,1
2,3,10,177,1
62,1,10,113,1
66,1,10,117,1
9,0,10,81,1
71,1,7,94,1
13,2,5,13,0
47,1,10,130,1
45,0,7,62,1
28,3,9,145,1
66,3,10,136,1
66,1,10,117,1
62,1,10,103,1
66,1,10,112,1
23,2,7,27,1
58,4,7,58,1
8,2,10,2,1
42,3,9,171,1
8,2,10,2,1
66,1,10,118,1
60,3,6,181,0
9,0,10,62,1
66,2,10,24,1
47,3,10,161,1
17,0,9,67,0
9,1,10,125,1
96,3,11,172,0
67,3,10,161,1
66,1,10,113,1
47,1,10,94,1
17,2,9,24,0
91,3,5,141,1
66,0,10,66,1
47,1,10,99,1
66,3,10,178,1
42,1,9,125,1
42,3,9,157,1
89,3,3,132,0
9,0,10,71,1
68,1,10,98,1
62,1,10,114,1
106,3,6,133,1
101,1,9,118,0
20,1,7,100,1
47,0,10,82,1
23,3,7,152,1
74,2,9,30,1
101,1,9,121,1
24,3,10,165,1
95,1,7,121,1
66,1,10,118,1
66,3,10,164,1
42,0,9,81,1
81,1,4,98,1
9,3,10,134,1
14,1,7,98,1
66,1,10,99,1
66,0,10,77,1
47,0,10,72,1
66,1,10,117,1
47,1,10,98,1
9,3,10,163,1
42,0,9,76,1
47,1,10,112,1
47,3,10,133,1
32,2,3,1,0
47,1,10,119,1
66,1,10,105,1
9,3,10,133,1
22,3,7,163,1
42,0,9,66,1
66,0,10,62,1
66,4,10,53,1
66,0,10,64,1
66,1,10,115,1
9,1,10,109,1
62,1,10,128,1
47,1,10,126,1
81,0,4,67,1
42,1,9,129,1
17,4,9,51,1
9,3,10,163,1
47,1,10,114,1
67,1,10,118,1
42,2,9,29,1
66,2,10,1,1
47,2,10,0,1
67,2,10,28,1
61,2,1,20,1
47,1,10,109,1
66,0,10,81,1
47,1,10,102,1
58,3,7,143,0
83,0,9,79,0
59,2,4,22,0
8,2,10,2,1
23,1,7,103,1
42,0,9,75,1
81,1,4,112,1
47,1,10,120,1
28,0,9,63,1
47,2,10,0,1
47,3,10,152,1
66,1,10,128,1
42,3,9,133,1
66,0,10,60,1
68,4,10,54,1
42,2,9,31,1
42,1,9,129,1
62,2,10,1,1
61,3,1,147,1
33,2,2,13,1
66,0,10,70,1
9,1,10,96,1
66,0,10,81,1
66,2,10,7,1
66,2,10,27,1
58,3,7,149,1
12,3,3,141,0
42,0,9,77,1
66,0,10,69,1
66,4,10,48,1
47,0,10,71,1
60,3,6,150,0
9,3,10,147,1
47,1,10,94,1
5,3,10,175,1
63,2,8,20,0
39,2,3,1,1
4,1,6,114,1
22,3,7,178,1
54,3,1,140,1
22,1,7,106,1
101,2,9,29,0
42,0,9,81,1
42,1,9,99,1
87,1,4,118,0
66,1,10,123,1
23,3,7,154,1
107,1,9,104,0
47,3,10,152,1
9,0,10,72,1
42,0,9,71,1
47,3,10,162,1
66,0,10,77,1
50,0,4,65,1
83,1,9,108,1
66,3,10,152,1
42,0,9,62,1
66,0,10,66,1
9,3,10,87,1
66,3,10,92,1
42,0,9,63,1
45,0,7,81,1
47,1,10,118,1
66,1,10,131,1
47,1,10,115,1
47,1,10,100,1
42,0,9,60,1
56,2,11,32,0
66,0,10,71,1
47,1,10,125,1
42,0,9,75,1
47,0,10,65,1
9,1,10,100,1
47,2,10,24,1
66,0,10,66,1
66,1,10,113,1
70,3,4,143,0
73,3,6,141,0
66,3,10,181,1
66,0,10,65,1
102,1,4,119,1
58,3,7,161,1
37,2,11,7,0
47,4,10,59,1
67,2,10,32,1
47,1,10,101,1
66,0,10,67,1
9,1,10,96,1
37,2,11,2,0
58,3,7,170,0
42,0,9,71,1
42,0,9,78,1
34,2,9,29,0
62,2,10,26,1
62,1,10,97,1
42,0,9,76,1
14,0,7,64,1
42,1,9,99,1
42,0,9,67,1
66,1,10,99,1
40,1,7,110,1
63,2,8,13,0
42,1,9,96,1
47,1,10,106,1
66,1,10,124,1
58,1,7,98,1
9,3,10,175,1
84,1,7,111,0
66,0,10,60,1
109,3,1,151,1
2,2,10,4,1
42,1,9,125,1
47,1,10,109,1
47,3,10,144,1
47,0,10,69,1
47,3,10,152,1
58,3,7,143,0
47,1,10,108,1
66,3,10,88,1
47,3,10,88,1
67,3,10,141,1
40,1,7,115,0
47,3,10,153,1
66,1,10,115,1
47,3,10,92,1
47,1,10,121,1
90,2,5,11,1
86,0,5,62,0
9,3,10,133,1
109,3,1,163,1
67,3,10,178,1
34,0,9,67,1
26,3,10,142,1
22,3,7,157,1
67,4,10,56,1
66,2,10,23,1
66,4,10,53,1
47,3,10,152,1
101,2,9,23,0
66,0,10,66,1
47,3,10,160,1
66,1,10,126,1
42,1,9,108,1
78,1,3,128,0
47,3,10,133,1
66,0,10,62,1
101,3,9,144,1
28,1,9,128,1
2,1,10,130,1
9,1,10,103,1
81,1,4,107,1
66,0,10,60,1
47,1,10,115,1
9,1,10,127,1
99,2,5,40,1
47,2,10,22,1
66,3,10,144,1
47,0,10,71,1
57,2,6,30,0
42,2,9,36,1
47,3,10,147,1
2,3,10,153,1
66,3,10,150,1
47,0,10,61,1
66,1,10,118,1
81,1,4,103,1
69,0,10,61,1
66,1,10,113,1
8,2,10,2,1
47,0,10,63,1
58,2,7,21,1
40,1,7,96,0
66,3,10,154,1
109,2,1,20,1
40,1,7,114,0
62,3,10,148,1
66,1,10,99,1
96,3,11,172,0
39,1,3,109,1
42,0,9,69,1
101,4,9,55,0
42,2,9,25,1
47,1,10,101,1
107,2,9,31,0
42,1,9,125,1
47,1,10,94,1
47,3,10,89,1
9,0,10,63,1
9,3,10,91,1
56,3,11,172,0
42,1,9,118,1
66,1,10,117,1
9,3,10,174,1
9,3,10,148,1
47,3,10,152,1
63,3,8,158,0
99,1,5,116,1
47,1,10,123,1
101,2,9,26,0
66,2,10,23,1
42,1,9,118,1
47,1,10,100,1
66,0,10,65,1
91,0,5,66,1
74,0,9,79,0
46,3,10,154,1
47,0,10,78,1
66,1,10,97,1
47,1,10,97,1
47,2,10,25,1
67,2,10,46,1
42,0,9,67,1
66,1,10,121,1
66,0,10,63,1
66,0,10,70,1
66,1,10,104,1
46,1,10,123,1
58,1,7,127,1
9,3,10,152,1
66,4,10,52,1
39,3,3,135,0
62,0,10,61,1
47,1,10,126,1
9,3,10,165,1
23,2,7,37,1
62,1,10,114,1
81,1,4,95,1
42,0,9,61,1
47,3,10,164,1
109,3,1,151,1
42,0,9,75,1
42,0,9,72,1
9,1,10,100,1
9,4,10,51,1
66,1,10,117,1
32,2,3,16,1
62,1,10,131,1
2,1,10,114,1
47,4,10,52,1
67,2,10,31,1
47,1,10,129,1
34,1,9,103,0
66,1,10,126,1
42,2,9,72,1
42,0,9,66,1
34,1,9,98,1
99,2,5,43,1
62,3,10,148,1
23,0,7,71,0
15,1,0,112,1
24,1,10,123,1
26,3,10,142,1
90,1,5,100,1
47,1,10,131,1
22,0,7,62,1
9,3,10,178,1
66,1,10,124,1
47,3,10,89,1
9,3,10,132,1
66,1,10,100,1
42,2,9,23,1
42,0,9,60,1
9,1,10,106,1
47,1,10,126,1
8,2,10,2,1
2,1,10,130,1
62,3,10,148,1
66,2,10,1,1
2,1,10,130,1
33,2,10,13,1
12,1,3,96,1
42,3,9,178,1
47,1,10,94,1
45,1,7,95,1
62,4,10,51,1
47,1,10,110,1
66,3,10,178,1
42,0,9,68,1
47,1,10,130,1
58,4,7,53,1
66,3,10,147,1
42,0,9,80,1
67,2,10,28,1
22,1,7,124,1
47,1,10,119,1
42,3,9,154,1
75,1,9,109,0
39,0,3,61,1
61,1,1,119,1
47,0,10,77,1
42,0,9,61,1
47,1,10,110,1
50,0,4,78,1
42,2,9,11,1
47,0,10,81,1
101,1,9,108,1
17,2,9,27,0
47,3,10,138,1
47,0,10,61,1
47,2,10,33,1
67,1,10,110,1
66,0,10,62,1
63,2,8,20,0
38,0,9,61,1
66,3,10,177,1
35,2,4,11,0
47,1,10,99,1
42,1,9,95,1
47,0,10,82,1
47,3,10,136,1
66,1,10,101,1
47,0,10,66,1
42,2,9,26,1
66,2,10,28,1
42,3,9,147,1
42,1,9,127,1
42,0,9,68,1
47,1,10,101,1
42,1,9,118,1
9,3,10,176,1
66,3,10,176,1
47,0,10,83,1
66,1,10,99,1
81,0,4,68,1
9,1,10,120,1
33,2,10,27,1
67,2,10,7,1
47,1,10,100,1
66,1,10,108,1
61,2,1,29,0
85,1,1,115,1
66,1,10,118,1
9,1,10,115,1
47,0,10,70,1
62,2,10,37,1
42,2,9,16,1
47,1,10,115,1
42,0,9,61,1
42,0,9,60,1
76,1,10,109,1
47,1,10,106,1
66,1,10,99,1
109,1,1,128,1
66,1,10,104,1
47,1,10,127,1
66,1,10,101,1
63,2,8,20,0
47,3,10,152,1
101,0,9,70,1
9,3,10,162,1
66,4,10,48,1
42,2,9,16,1
42,0,9,75,1
67,3,10,151,1
47,3,10,152,1
57,2,6,13,0
63,2,8,20,0
47,3,10,146,1
9,3,10,142,1
90,1,5,116,1
47,3,10,145,1
42,1,9,129,1
47,0,10,81,1
68,3,10,151,1
42,0,9,60,1
47,2,10,30,1
61,3,1,91,1
66,1,10,101,1
42,3,9,149,1
66,1,10,103,1
47,3,10,147,1
2,1,10,121,1
9,1,10,120,1
109,1,1,124,1
62,1,10,103,1
91,3,5,137,1
47,1,10,126,1
94,3,5,145,1
72,2,5,13,1
58,1,7,123,1
109,1,1,97,0
85,3,1,174,1
42,3,9,148,1
47,3,10,144,1
42,1,9,108,1
47,0,10,74,1
9,3,10,144,1
2,1,10,130,1
20,3,7,175,1
68,2,10,33,1
9,1,10,106,1
63,2,8,33,0
58,1,7,104,1
60,1,6,95,0
2,0,10,80,1
66,0,10,65,1
2,0,10,80,1
47,1,10,115,1
47,1,10,115,1
66,0,10,66,1
63,2,8,20,0
12,1,3,111,0
105,2,7,10,1
66,1,10,109,1
35,2,4,19,0
9,0,10,70,1
71,1,7,120,1
33,2,2,9,1
47,1,10,94,1
62,2,10,24,1
66,0,10,65,1
42,2,9,30,1
101,3,9,173,0
101,1,9,129,0
66,0,10,82,1
66,2,10,28,1
98,1,10,117,1
5,3,10,145,1
42,0,9,76,1
9,3,10,152,1
62,3,10,133,1
42,3,9,169,1
47,3,10,153,1
62,2,10,22,1
45,3,7,177,1
67,1,10,118,1
23,1,7,110,1
66,2,10,28,1
47,0,10,72,1
2,3,10,169,1
47,1,10,126,1
66,0,10,66,1
47,1,10,126,1
47,0,10,70,1
9,3,10,162,1
9,3,10,141,1
47,3,10,144,1
66,0,10,77,1
9,1,10,120,1
66,3,10,148,1
2,1,10,130,1
73,4,6,59,1
9,3,10,155,1
57,1,6,119,0
42,2,9,13,1
66,1,10,115,1
74,0,9,76,1
66,1,10,94,1
66,3,10,178,1
101,0,9,77,0
66,0,10,67,1
66,2,10,39,1
5,0,10,71,1
47,1,10,99,1
107,3,9,179,1
9,1,10,121,1
68,3,10,159,1
0,4,9,51,0
9,1,10,121,1
47,1,10,126,1
66,4,10,56,1
42,2,9,37,1
66,0,10,65,1
9,3,10,175,1
66,3,10,154,1
62,1,10,103,1
39,3,3,133,1
66,1,10,100,1
2,3,10,137,1
62,3,10,148,1
42,0,9,67,1
66,1,10,100,1
62,3,10,90,1
47,3,10,140,1
101,2,9,31,0
62,2,10,1,1
47,1,10,94,1
66,3,10,136,1
66,2,10,29,1
40,1,7,110,1
42,2,9,37,1
9,3,10,150,1
54,1,1,107,1
47,1,10,115,1
75,3,9,165,0
66,1,10,94,1
66,1,10,100,1
34,3,9,173,0
23,0,7,77,1
74,0,9,62,1
62,3,10,154,1
42,0,9,71,1
9,1,10,115,1
101,3,9,89,0
45,1,7,96,1
28,3,9,87,1
22,0,7,66,1
90,1,5,116,1
101,0,9,77,0
101,0,9,84,0
23,2,7,22,1
47,1,10,115,1
66,3,10,154,1
23,3,7,155,1
9,1,10,126,1
