complaint_type,borough,agency,incident_zip,target
66,4,10,59,1
42,2,9,24,1
47,0,10,66,1
66,2,10,29,1
42,2,9,30,1
47,3,10,165,1
107,2,9,30,1
47,1,10,112,1
75,0,9,62,1
47,1,10,106,1
68,2,10,29,1
56,2,11,33,0
58,1,7,127,1
75,1,9,125,1
66,1,10,100,1
101,3,9,178,0
71,1,7,123,1
17,2,9,36,0
42,1,9,96,1
62,4,10,54,1
47,3,10,148,1
2,1,10,125,1
66,3,10,177,1
31,1,3,99,0
42,0,9,77,1
42,1,9,96,1
58,1,7,112,1
28,3,9,171,1
47,1,10,107,1
42,0,9,61,1
65,2,10,6,1
42,1,9,125,1
90,4,5,48,1
9,3,10,162,1
42,0,9,80,1
107,2,9,32,0
101,3,9,166,1
42,1,9,129,1
33,2,10,27,1
9,4,10,52,1
42,1,9,108,1
42,0,9,82,1
42,0,9,66,1
34,2,9,21,0
2,1,10,130,1
45,3,7,174,1
2,1,10,106,1
8,2,10,2,1
47,3,10,147,1
47,2,10,16,1
109,2,1,20,1
31,0,3,72,0
58,1,7,115,1
47,1,10,115,1
31,2,3,0,0
3,3,1,142,1
9,1,10,104,1
20,1,7,118,1
68,2,10,31,1
42,2,9,21,1
42,1,9,129,1
9,0,10,71,1
42,2,9,19,1
58,1,7,125,1
15,2,0,13,0
66,3,10,145,1
8,2,10,2,1
66,0,10,80,1
61,2,1,8,1
9,3,10,161,1
68,1,10,118,1
68,1,10,118,1
109,2,1,11,1
18,3,6,170,0
61,1,1,111,1
0,2,9,24,0
99,1,5,110,1
99,0,5,81,1
9,1,10,96,1
47,1,10,94,1
63,2,8,20,0
101,1,9,108,0
93,1,5,99,0
82,1,6,114,0
42,1,9,118,1
99,1,5,121,1
9,1,10,106,1
66,2,10,7,1
66,1,10,101,1
66,2,10,16,1
9,1,10,125,1
63,2,8,20,0
17,2,9,8,0
47,0,10,60,1
47,0,10,75,1
67,2,10,23,1
31,0,3,67,1
61,1,1,126,1
66,3,10,151,1
66,0,10,62,1
47,0,10,72,1
22,4,7,59,1
47,2,10,30,1
61,0,1,70,1
96,2,11,1,0
42,0,9,76,1
22,0,7,74,1
40,3,7,153,0
63,2,8,20,0
24,3,10,144,1
45,1,7,104,1
62,1,10,103,1
66,1,10,113,1
105,1,7,94,1
2,3,10,133,1
47,3,10,168,1
9,1,10,124,1
68,1,10,105,1
40,1,7,110,1
9,0,10,78,1
74,3,9,179,1
104,2,10,46,1
76,1,10,107,1
47,1,10,107,1
47,3,10,154,1
66,3,10,137,1
67,2,10,31,1
47,0,10,71,1
101,1,9,101,0
47,2,10,20,1
47,1,10,119,1
42,2,9,23,1
66,1,10,100,1
42,1,9,96,1
47,1,10,97,1
42,0,9,62,1
63,2,8,20,0
42,3,9,138,1
42,0,9,77,1
42,0,9,67,1
22,1,7,123,1
75,2,9,32,0
67,3,10,133,1
67,2,10,28,1
69,3,10,135,1
31,1,3,117,0
42,0,9,61,1
47,3,10,169,1
47,1,10,96,1
109,1,1,120,1
85,0,1,71,1
67,3,10,153,1
66,3,10,173,1
69,2,10,27,1
9,1,10,130,1
34,1,9,98,0
47,3,10,180,1
9,3,10,88,1
31,0,3,66,0
62,3,10,154,1
45,3,7,132,0
12,3,3,171,0
66,3,10,164,1
66,3,10,175,1
66,3,10,87,1
5,0,10,71,1
31,2,3,34,0
23,3,7,138,1
3,3,1,142,1
66,1,10,115,1
8,2,10,2,1
42,2,9,31,1
42,2,9,29,1
47,2,10,6,1
0,1,9,102,0
9,1,10,113,1
47,1,10,115,1
42,0,9,76,1
31,3,3,148,0
34,1,9,102,0
60,1,6,109,0
47,1,10,119,1
47,2,10,30,1
42,1,9,117,1
83,0,9,61,1
9,3,10,147,1
42,1,9,121,1
47,1,10,125,1
54,2,1,13,1
66,1,10,100,1
66,1,10,101,1
47,0,10,70,1
9,4,10,49,1
47,0,10,63,1
47,1,10,119,1
47,2,10,32,1
42,0,9,81,1
47,4,10,56,1
17,0,9,69,0
47,1,10,114,1
75,1,9,118,1
2,1,10,130,1
106,3,6,181,1
35,2,4,33,0
85,3,1,134,1
47,3,10,165,1
75,1,9,124,1
66,1,10,99,1
45,1,7,119,1
47,1,10,123,1
23,1,7,103,1
47,1,10,125,1
66,1,10,97,1
9,3,10,89,1
66,1,10,116,1
40,1,7,96,0
9,1,10,100,1
47,1,10,105,1
47,3,10,144,1
22,0,7,65,1
42,1,9,117,1
66,0,10,70,1
66,2,10,10,1
58,4,7,58,1
66,0,10,66,1
9,1,10,128,1
47,3,10,144,1
63,2,8,20,0
9,3,10,173,1
9,1,10,116,1
75,4,9,51,1
23,1,7,114,1
63,2,8,13,0
98,1,10,94,1
47,1,10,126,1
47,1,10,126,1
22,1,7,103,1
46,3,10,135,1
22,4,7,53,1
66,1,10,95,1
99,3,5,141,1
42,2,9,72,1
66,1,10,99,1
26,3,10,173,1
66,0,10,67,1
62,3,10,148,1
66,2,10,30,1
47,2,10,29,1
17,1,9,103,0
42,2,9,26,1
66,3,10,148,1
47,3,10,146,1
66,1,10,109,1
9,3,10,179,1
47,0,10,73,1
63,2,8,20,0
62,1,10,101,1
66,1,10,103,1
66,3,10,148,1
62,1,10,98,1
16,2,5,27,0
66,3,10,145,1
90,3,5,178,1
40,2,7,24,1
17,1,9,105,0
107,1,9,109,0
38,0,9,63,0
42,0,9,61,1
81,2,4,14,1
47,0,10,76,1
42,1,9,103,1
8,2,10,2,1
3,2,1,22,1
42,1,9,105,1
42,0,9,65,1
42,3,9,173,1
83,0,9,78,0
45,1,7,120,1
28,2,9,30,1
47,0,10,82,1
66,2,10,31,1
101,1,9,104,0
2,1,10,130,1
66,3,10,177,1
9,3,10,147,1
9,0,10,67,1
47,2,10,22,1
9,0,10,76,1
39,3,3,163,0
62,4,10,54,1
66,1,10,101,1
47,1,10,106,1
109,3,1,151,1
47,2,10,2,1
67,2,10,31,1
39,0,3,79,0
47,3,10,152,1
9,0,10,68,1
66,1,10,102,1
66,3,10,176,1
47,1,10,126,1
47,3,10,144,1
47,1,10,101,1
47,1,10,112,1
90,1,5,98,1
42,0,9,76,1
66,0,10,76,1
42,0,9,68,1
9,1,10,130,1
42,0,9,77,1
47,4,10,51,1
101,2,9,30,1
66,0,10,60,1
9,0,10,84,1
47,1,10,94,1
47,0,10,76,1
9,1,10,113,1
47,0,10,75,1
66,0,10,65,1
66,1,10,117,1
47,1,10,96,1
66,3,10,150,1
40,1,7,110,1
47,2,10,26,1
54,3,1,132,1
42,3,9,147,1
42,3,9,148,1
47,3,10,92,1
47,1,10,120,1
42,0,9,62,1
66,0,10,75,1
99,2,5,4,1
90,3,5,161,1
47,3,10,151,1
42,0,9,74,1
47,3,10,92,1
66,1,10,100,1
42,2,9,19,1
35,3,4,136,0
67,2,10,31,1
66,1,10,117,1
9,0,10,69,1
62,3,10,89,1
75,1,9,102,0
58,3,7,174,1
61,1,1,118,1
63,2,8,20,0
74,1,9,120,0
47,3,10,152,1
47,3,10,151,1
62,1,10,114,1
47,1,10,115,1
9,0,10,76,1
42,3,9,91,1
47,1,10,127,1
63,2,8,13,0
42,2,9,29,1
47,1,10,101,1
42,3,9,92,1
47,2,10,28,1
47,3,10,163,1
9,1,10,94,1
61,1,1,112,0
66,2,10,24,1
42,2,9,31,1
12,3,3,163,0
2,1,10,125,1
66,1,10,118,1
42,3,9,154,1
47,1,10,102,1
22,1,7,101,1
40,1,7,96,0
9,3,10,163,1
31,0,3,65,0
101,2,9,36,0
71,1,7,106,1
9,1,10,109,1
66,2,10,28,1
9,1,10,114,1
47,1,10,116,1
47,4,10,55,1
47,3,10,152,1
47,3,10,154,1
66,0,10,71,1
47,2,10,31,1
23,2,7,34,1
9,4,10,50,1
9,1,10,104,1
42,0,9,67,1
94,3,5,141,1
26,3,10,142,1
48,4,7,58,1
75,0,9,76,1
62,0,10,68,1
0,1,9,99,1
5,3,10,178,1
42,3,9,175,1
42,2,9,30,1
92,3,5,136,1
66,0,10,71,1
67,1,10,113,1
66,3,10,154,1
67,2,10,22,1
66,2,10,1,1
66,1,10,116,1
47,1,10,112,1
74,0,9,63,0
9,1,10,115,1
47,1,10,115,1
9,1,10,120,1
28,0,9,62,1
80,1,7,95,1
66,3,10,177,1
63,2,8,20,0
42,1,9,124,1
9,0,10,79,1
66,1,10,118,1
47,0,10,75,1
66,0,10,65,1
2,1,10,130,1
101,0,9,61,1
66,2,10,28,1
63,2,8,20,0
9,3,10,154,1
47,0,10,78,1
17,1,9,98,1
9,1,10,95,1
47,3,10,165,1
42,0,9,71,1
47,1,10,99,1
109,1,1,125,1
42,1,9,100,1
42,2,9,34,1
45,4,7,55,1
47,3,10,161,1
47,2,10,0,1
47,3,10,92,1
71,3,7,164,1
2,3,10,154,1
47,2,10,20,1
75,1,9,104,0
107,2,9,7,0
47,3,10,136,1
42,3,9,87,1
63,2,8,46,0
42,2,9,21,1
47,0,10,74,1
66,1,10,128,1
90,4,5,58,1
42,3,9,181,1
42,3,9,167,1
47,2,10,0,1
64,1,10,100,1
91,3,5,173,0
2,3,10,159,1
66,3,10,177,1
47,0,10,71,1
69,1,10,128,1
26,3,10,142,1
87,0,4,77,0
74,2,9,31,0
107,1,9,103,0
91,1,5,121,1
42,0,9,71,1
109,0,1,82,1
3,3,1,178,0
9,1,10,121,1
17,1,9,98,1
69,2,10,16,1
66,0,10,77,1
33,2,10,9,1
47,0,10,77,1
42,1,9,100,1
85,3,1,179,1
9,2,10,0,1
66,4,10,50,1
24,0,10,69,1
47,1,10,104,1
9,3,10,141,1
42,0,9,71,1
22,0,7,74,1
66,1,10,101,1
62,0,10,73,1
47,1,10,126,1
69,2,10,2,1
68,3,10,159,1
109,2,1,7,1
42,3,9,150,1
47,0,10,74,1
62,2,10,30,1
47,2,10,22,1
63,2,8,13,0
68,3,10,160,1
47,3,10,158,1
47,1,10,115,1
22,1,7,121,1
81,1,4,128,1
47,0,10,74,1
47,2,10,28,1
67,1,10,128,1
9,0,10,62,1
75,2,9,26,0
58,3,7,143,0
42,1,9,118,1
42,3,9,152,1
66,0,10,75,1
67,1,10,112,1
42,2,9,37,1
87,2,4,32,0
66,1,10,105,1
47,1,10,99,1
8,2,10,2,1
75,2,9,24,0
61,1,1,116,0
9,1,10,96,1
67,1,10,110,1
69,3,10,150,1
42,0,9,61,1
47,2,10,27,1
22,1,7,101,1
66,2,10,24,1
35,2,4,16,0
67,3,10,164,1
34,2,9,24,0
23,0,7,62,1
42,2,9,37,1
63,2,8,20,0
35,2,4,10,0
42,3,9,173,1
66,3,10,178,1
9,3,10,132,1
66,3,10,174,1
67,1,10,109,1
47,2,10,27,1
47,1,10,104,1
47,2,10,24,1
23,1,7,128,1
66,0,10,78,1
42,3,9,151,1
66,1,10,128,1
66,3,10,147,1
46,3,10,145,1
67,3,10,89,1
47,1,10,100,1
9,3,10,151,1
67,4,10,54,1
47,2,10,20,1
47,0,10,72,1
58,1,7,103,1
66,0,10,81,1
62,3,10,148,1
68,2,10,9,1
66,0,10,64,1
33,2,10,21,1
0,2,9,31,0
107,0,9,61,1
22,1,7,97,1
42,3,9,133,1
9,3,10,132,1
63,2,8,20,0
42,2,9,8,1
90,1,5,111,0
24,1,10,100,1
4,0,6,76,1
10,2,3,31,1
66,2,10,28,1
67,1,10,95,1
101,1,9,115,1
46,3,10,175,1
2,3,10,144,1
9,1,10,102,1
9,0,10,70,1
62,1,10,114,1
66,2,10,22,1
42,1,9,106,1
28,0,9,67,1
64,3,10,176,1
47,0,10,72,1
47,3,10,147,1
9,0,10,67,1
9,3,10,156,1
15,4,0,59,0
9,3,10,144,1
42,1,9,124,1
47,3,10,151,1
61,1,1,117,1
9,1,10,103,1
2,0,10,77,1
9,3,10,132,1
47,0,10,67,1
66,1,10,128,1
63,3,8,158,0
47,1,10,119,1
101,0,9,76,1
56,3,11,172,0
66,1,10,118,1
66,2,10,22,1
42,3,9,178,1
15,3,0,132,0
81,1,4,106,1
66,0,10,65,1
69,3,10,177,1
47,1,10,109,1
2,4,10,56,1
101,2,9,31,0
8,2,10,2,1
9,3,10,154,1
81,0,4,69,1
8,2,10,2,1
66,4,10,53,1
39,2,3,26,1
101,4,9,51,1
91,3,5,158,1
62,1,10,115,1
67,2,10,30,1
35,1,4,97,0
62,3,10,152,1
90,1,5,105,1
66,1,10,106,1
66,0,10,66,1
42,0,9,62,1
9,0,10,71,1
47,1,10,100,1
45,3,7,87,1
39,1,3,122,1
68,1,10,101,1
2,1,10,130,1
2,0,10,83,1
47,1,10,100,1
99,1,5,107,1
42,0,9,64,1
2,1,10,127,1
47,2,10,33,1
68,0,10,70,1
47,1,10,109,1
63,2,8,13,0
9,0,10,76,1
47,0,10,64,1
9,0,10,61,1
66,0,10,67,1
47,3,10,154,1
42,1,9,118,1
26,3,10,142,1
22,3,7,152,1
9,1,10,126,1
42,1,9,117,1
23,1,7,110,1
2,3,10,161,1
8,2,10,2,1
66,0,10,78,1
42,1,9,118,1
5,1,10,130,1
105,2,7,22,1
12,3,3,150,0
47,1,10,121,1
66,1,10,115,1
47,1,10,126,1
9,1,10,96,1
45,1,7,112,1
66,1,10,117,1
47,3,10,165,1
2,1,10,130,1
66,0,10,66,1
66,3,10,174,1
47,1,10,102,1
79,1,3,113,1
42,2,9,28,1
42,0,9,75,1
42,1,9,96,1
70,2,4,20,0
47,1,10,100,1
66,1,10,99,1
66,3,10,132,1
42,2,9,31,1
47,1,10,126,1
93,0,5,73,1
9,2,10,11,1
9,1,10,130,1
75,0,9,67,0
67,2,10,27,1
9,3,10,141,1
62,2,10,40,1
47,2,10,13,1
35,1,4,109,0
42,0,9,77,1
66,3,10,181,1
2,4,10,56,1
66,0,10,76,1
42,1,9,110,1
22,2,7,16,1
81,1,4,109,1
22,1,7,105,1
23,1,7,98,1
66,0,10,70,1
101,2,9,29,0
68,1,10,110,1
47,1,10,110,1
62,2,10,23,1
66,0,10,60,1
67,2,10,31,1
66,2,10,24,1
45,0,7,66,1
62,2,10,16,1
58,1,7,112,1
66,1,10,94,1
66,3,10,148,1
47,1,10,117,1
42,0,9,66,1
68,2,10,28,1
66,3,10,176,1
66,3,10,177,1
47,1,10,96,1
101,1,9,102,0
9,0,10,75,1
75,1,9,104,1
23,3,7,92,1
42,1,9,105,1
42,0,9,61,1
9,3,10,166,1
107,2,9,11,0
58,3,7,144,1
26,3,10,173,1
47,4,10,55,1
42,2,9,24,1
47,2,10,26,1
42,1,9,127,1
109,2,1,35,1
58,4,7,59,1
42,2,9,37,1
9,3,10,151,1
61,3,1,153,0
42,0,9,65,1
66,1,10,117,1
85,3,1,174,1
9,3,10,151,1
47,1,10,112,1
66,3,10,140,1
67,2,10,31,1
47,1,10,125,1
66,1,10,118,1
47,1,10,103,1
101,1,9,103,0
66,1,10,128,1
66,0,10,69,1
45,1,7,95,1
46,1,10,96,1
107,1,9,95,1
47,0,10,60,1
47,1,10,128,1
66,1,10,100,1
67,2,10,31,1
42,4,9,51,1
66,1,10,99,1
47,1,10,109,1
58,3,7,156,1
34,1,9,101,0
42,0,9,62,1
42,3,9,90,1
62,1,10,125,1
62,1,10,128,1
42,0,9,77,1
47,1,10,110,1
42,2,9,32,1
63,2,8,13,0
90,3,5,164,1
8,2,10,2,1
63,2,8,20,0
66,3,10,144,1
47,0,10,64,1
107,3,9,173,0
22,0,7,82,1
9,0,10,71,1
33,2,10,22,1
66,1,10,124,1
81,1,4,107,0
66,2,10,27,1
23,2,7,31,1
47,1,10,109,1
47,0,10,75,1
9,3,10,144,1
66,1,10,125,1
103,3,4,88,1
42,0,9,68,1
42,2,9,31,1
22,0,7,72,1
37,1,11,114,0
42,2,9,30,1
42,3,9,176,1
40,1,7,110,1
62,1,10,103,1
62,4,10,48,1
5,2,10,10,1
47,3,10,145,1
47,1,10,115,1
9,3,10,144,1
47,0,10,74,1
46,3,10,163,1
66,3,10,88,1
63,2,8,20,0
107,3,9,143,0
66,3,10,165,1
67,1,10,110,1
45,1,7,120,1
66,0,10,74,1
66,1,10,124,1
47,1,10,99,1
42,2,9,1,1
47,1,10,101,1
47,3,10,87,1
42,1,9,117,1
47,1,10,110,1
66,2,10,0,1
47,2,10,9,1
42,0,9,66,1
101,1,9,129,0
42,0,9,61,1
49,1,6,123,1
42,0,9,72,1
61,1,1,96,1
58,4,7,58,1
63,2,8,20,0
66,2,10,30,1
47,3,10,134,1
63,2,8,20,0
67,3,10,144,1
9,3,10,148,1
109,0,1,76,0
42,1,9,118,1
9,3,10,89,1
45,0,7,76,0
42,3,9,165,1
66,3,10,167,1
66,3,10,174,1
107,2,9,32,0
9,3,10,167,1
47,1,10,108,1
109,1,1,110,1
63,2,8,13,0
58,1,7,104,1
47,3,10,147,1
67,3,10,132,1
47,3,10,137,1
47,3,10,181,1
42,2,9,34,1
67,2,10,33,1
28,0,9,76,0
66,3,10,174,1
47,3,10,90,1
17,2,9,16,1
2,4,10,56,1
9,3,10,148,1
41,1,11,94,0
105,2,7,3,1
47,3,10,153,1
47,1,10,119,1
47,1,10,115,1
47,1,10,97,1
63,2,8,20,0
47,1,10,114,1
90,1,5,114,1
96,2,11,5,0
9,3,10,171,1
62,2,10,3,1
42,1,9,126,1
75,3,9,173,0
9,3,10,163,1
47,3,10,165,1
9,3,10,156,1
35,1,4,98,0
91,0,5,80,1
67,3,10,148,1
42,0,9,82,1
66,1,10,129,1
42,3,9,181,1
47,2,10,16,1
45,1,7,108,0
68,2,10,22,1
47,1,10,94,1
67,1,10,103,1
62,1,10,103,1
66,2,10,28,1
42,0,9,77,1
9,3,10,144,1
62,1,10,128,1
62,1,10,131,1
40,1,7,103,0
62,4,10,48,1
66,0,10,69,1
42,1,9,105,1
47,0,10,71,1
74,3,9,144,1
47,0,10,65,1
9,3,10,176,1
58,4,7,53,1
107,1,9,120,1
62,3,10,134,1
34,1,9,128,1
42,0,9,68,1
42,0,9,66,1
28,3,9,178,1
101,0,9,79,0
66,3,10,174,1
26,3,10,142,1
66,1,10,128,1
66,2,10,28,1
22,1,7,97,1
66,0,10,81,1
107,4,9,51,1
42,0,9,67,1
45,4,7,56,1
46,3,10,148,1
47,2,10,20,1
81,1,4,119,1
42,3,9,149,1
2,3,10,176,1
63,2,8,20,0
57,2,6,25,1
69,0,10,75,1
42,1,9,117,1
47,3,10,152,1
42,0,9,75,1
47,1,10,120,1
42,0,9,81,1
67,0,10,79,1
26,1,10,101,1
47,3,10,145,1
89,2,3,13,0
67,3,10,165,1
42,0,9,77,1
47,1,10,100,1
8,2,10,2,1
109,3,1,146,0
62,1,10,103,1
66,1,10,105,1
37,2,11,12,0
42,0,9,76,1
66,1,10,120,1
66,1,10,118,1
42,1,9,110,1
66,3,10,177,1
40,1,7,126,0
62,1,10,109,1
42,1,9,115,1
66,1,10,128,1
23,3,7,145,1
81,0,4,65,1
47,3,10,161,1
47,2,10,2,1
47,3,10,153,1
47,3,10,144,1
47,0,10,76,1
47,0,10,72,1
90,2,5,12,1
42,0,9,61,1
67,2,10,31,1
109,1,1,129,1
63,2,8,20,0
63,2,8,20,0
9,3,10,148,1
82,0,6,74,0
46,1,10,121,1
47,1,10,100,1
66,3,10,164,1
9,3,10,144,1
66,3,10,177,1
5,1,10,128,1
42,2,9,21,1
9,3,10,144,1
58,1,7,125,1
47,3,10,153,1
2,1,10,105,1
66,1,10,127,1
82,3,6,175,0
42,1,9,118,1
73,1,6,102,0
47,3,10,152,1
47,0,10,82,1
9,1,10,100,1
50,1,4,99,1
54,1,1,121,1
33,2,10,13,1
62,1,10,103,1
80,3,7,173,1
34,2,9,24,0
61,3,1,147,1
107,0,9,83,1
42,0,9,76,1
46,1,10,112,1
47,3,10,168,1
9,1,10,120,1
5,3,10,147,1
42,0,9,72,1
42,1,9,120,1
109,3,1,147,1
62,3,10,148,1
46,1,10,101,1
62,3,10,148,1
42,0,9,71,1
9,1,10,116,1
81,1,4,112,1
81,1,4,98,1
66,3,10,151,1
9,3,10,165,1
9,3,10,167,1
75,2,9,30,0
95,4,7,59,1
47,4,10,56,1
66,1,10,104,1
42,1,9,118,1
47,0,10,76,1
47,3,10,144,1
47,3,10,139,1
2,1,10,130,1
47,1,10,106,1
62,3,10,148,1
2,1,10,123,1
66,2,10,36,1
66,0,10,67,1
47,1,10,119,1
66,3,10,144,1
42,2,9,72,1
69,0,10,75,1
47,2,10,2,1
32,1,3,103,1
66,1,10,99,1
8,2,10,2,1
85,3,1,167,1
67,0,10,79,1
58,2,7,34,0
2,1,10,130,1
9,0,10,81,1
47,1,10,111,1
66,3,10,137,1
9,0,10,68,1
66,0,10,77,1
66,0,10,77,1
22,3,7,161,1
42,2,9,23,1
9,3,10,145,1
23,4,7,56,1
101,1,9,104,1
101,2,9,11,0
66,2,10,28,1
9,3,10,173,1
47,1,10,115,1
47,0,10,80,1
47,3,10,153,1
42,2,9,8,1
58,3,7,143,0
68,2,10,22,1
42,1,9,98,1
69,2,10,16,1
47,3,10,152,1
81,3,4,132,1
66,0,10,70,1
47,1,10,115,1
66,0,10,65,1
47,1,10,114,1
42,2,9,31,1
66,2,10,9,1
66,3,10,141,1
17,1,9,99,1
17,1,9,99,1
42,1,9,118,1
47,4,10,51,1
2,4,10,51,1
66,2,10,28,1
47,0,10,79,1
66,0,10,77,1
46,1,10,121,1
90,0,5,78,1
101,0,9,77,0
73,2,6,13,0
2,3,10,153,1
47,3,10,87,1
39,1,3,101,0
42,3,9,90,1
42,2,9,29,1
9,3,10,145,1
37,3,11,92,0
47,3,10,148,1
5,3,10,144,1
42,0,9,71,1
26,0,10,76,1
47,1,10,128,1
107,1,9,118,0
54,2,1,2,1
9,1,10,111,1
47,3,10,144,1
47,4,10,55,1
37,4,11,59,0
5,3,10,92,1
101,3,9,179,0
42,0,9,76,1
66,3,10,154,1
75,0,9,66,1
66,1,10,124,1
58,3,7,152,1
42,0,9,66,1
67,2,10,31,1
67,3,10,161,1
66,1,10,95,1
66,3,10,87,1
46,3,10,132,1
47,1,10,120,1
47,3,10,134,1
91,3,5,151,1
9,3,10,160,1
75,1,9,118,0
62,1,10,128,1
9,3,10,163,1
67,1,10,118,1
66,3,10,144,1
47,3,10,151,1
80,1,7,105,1
35,1,4,100,0
9,3,10,149,1
9,1,10,130,1
8,2,10,2,1
47,2,10,37,1
62,1,10,117,1
66,1,10,104,1
31,2,3,7,0
22,0,7,68,1
42,0,9,61,1
42,0,9,60,1
66,3,10,158,1
17,2,9,31,0
62,3,10,91,1
67,1,10,101,1
47,3,10,139,1
58,1,7,99,1
23,1,7,126,1
66,1,10,128,1
8,2,10,2,1
66,2,10,23,1
47,4,10,51,1
47,3,10,144,1
42,1,9,95,1
54,1,1,107,1
42,0,9,66,1
9,3,10,91,1
42,2,9,21,1
42,1,9,110,1
75,1,9,127,0
47,3,10,181,1
61,2,1,32,1
42,1,9,99,1
47,3,10,151,1
15,2,0,2,1
47,3,10,146,1
67,3,10,87,1
18,3,6,150,1
69,2,10,24,1
42,0,9,66,1
66,1,10,113,1
67,2,10,26,1
46,1,10,100,1
107,1,9,103,0
9,3,10,144,1
62,1,10,105,1
47,3,10,135,1
40,1,7,96,0
42,2,9,37,1
42,0,9,65,1
28,0,9,76,1
9,0,10,70,1
66,3,10,165,1
47,3,10,90,1
9,3,10,133,1
66,2,10,28,1
42,0,9,80,1
67,2,10,23,1
66,2,10,34,1
9,0,10,79,1
66,1,10,121,1
47,3,10,89,1
67,2,10,28,1
47,3,10,154,1
47,3,10,87,1
66,2,10,37,1
58,1,7,104,1
63,2,8,20,0
9,1,10,127,1
66,1,10,128,1
66,0,10,63,1
42,1,9,109,1
8,2,10,2,1
42,3,9,147,1
9,3,10,167,1
42,3,9,148,1
42,1,9,124,1
47,1,10,106,1
63,2,8,20,0
66,3,10,163,1
9,3,10,144,1
47,3,10,147,1
61,2,1,8,1
47,3,10,165,1
66,0,10,63,1
58,2,7,21,1
42,0,9,67,1
9,3,10,149,1
54,1,1,125,1
47,1,10,130,1
66,3,10,90,1
68,0,10,69,1
66,4,10,53,1
14,2,7,10,1
9,1,10,106,1
42,2,9,72,1
38,2,9,10,0
42,1,9,100,1
58,3,7,152,1
47,3,10,145,1
66,0,10,66,1
63,2,8,20,0
68,0,10,70,1
47,3,10,133,1
9,1,10,94,1
47,2,10,35,1
9,3,10,156,1
40,1,7,123,1
66,3,10,92,1
67,2,10,29,1
66,0,10,77,1
37,1,11,97,0
42,1,9,104,1
47,3,10,165,1
9,1,10,104,1
47,1,10,109,1
66,0,10,79,1
9,1,10,118,1
47,3,10,165,1
42,1,9,118,1
66,1,10,106,1
62,3,10,148,1
47,0,10,81,1
47,1,10,119,1
91,2,5,23,1
17,0,9,67,0
45,2,7,27,1
66,3,10,151,1
66,3,10,144,1
23,1,7,128,1
47,1,10,130,1
42,2,9,15,1
47,3,10,156,1
26,3,10,142,1
39,1,3,112,1
99,0,5,83,1
28,0,9,69,0
47,3,10,133,1
101,2,9,37,0
47,0,10,72,1
38,3,9,173,0
42,0,9,71,1
47,2,10,31,1
66,1,10,123,1
9,1,10,104,1
66,3,10,136,1
63,2,8,20,0
47,1,10,117,1
46,3,10,151,1
45,3,7,86,1
81,1,4,118,1
107,3,9,178,1
37,3,11,148,0
40,1,7,106,0
94,3,5,134,0
23,0,7,77,1
61,1,1,117,1
57,3,6,176,0
47,3,10,167,1
66,1,10,104,1
42,2,9,31,1
75,1,9,113,0
66,1,10,111,1
81,3,4,154,1
9,3,10,152,1
9,3,10,165,1
66,1,10,118,1
42,0,9,67,1
42,3,9,87,1
66,1,10,99,1
81,1,4,98,1
47,3,10,148,1
109,1,1,114,1
66,2,10,11,1
66,3,10,165,1
42,1,9,110,1
42,4,9,51,1
42,0,9,76,1
101,2,9,43,0
47,3,10,147,1
101,4,9,51,0
47,3,10,148,1
62,1,10,101,1
9,0,10,70,1
66,0,10,77,1
47,0,10,71,1
63,2,8,20,0
9,0,10,76,1
9,1,10,115,1
38,0,9,78,1
42,2,9,22,1
66,3,10,165,1
67,2,10,13,1
47,0,10,72,1
47,2,10,0,1
58,1,7,104,1
66,3,10,153,1
42,0,9,81,1
47,2,10,25,1
42,0,9,76,1
47,3,10,143,1
2,1,10,112,1
47,1,10,106,1
60,2,6,21,0
66,1,10,96,1
42,2,9,34,1
94,3,5,156,0
74,2,9,30,1
42,0,9,66,1
35,2,4,35,0
46,3,10,132,1
66,1,10,99,1
81,1,4,117,1
68,1,10,118,1
9,1,10,127,1
9,3,10,148,1
47,1,10,94,1
47,1,10,122,1
67,2,10,30,1
66,3,10,91,1
81,0,4,70,1
9,1,10,115,1
47,0,10,67,1
62,3,10,154,1
9,1,10,121,1
9,1,10,117,1
42,1,9,118,1
101,1,9,106,0
47,3,10,163,1
83,1,9,113,0
47,3,10,144,1
9,2,10,20,1
17,2,9,27,0
47,1,10,101,1
46,1,10,96,1
66,1,10,99,1
9,3,10,148,1
40,1,7,110,1
80,0,7,75,1
66,2,10,3,1
66,0,10,60,1
42,0,9,81,1
9,3,10,163,1
47,3,10,148,1
62,0,10,69,1
67,0,10,65,1
101,2,9,43,0
9,1,10,127,1
56,2,11,22,1
32,0,3,80,0
101,3,9,166,1
42,2,9,29,1
9,3,10,179,1
91,1,5,112,1
42,2,9,18,1
47,1,10,108,1
2,3,10,164,1
9,0,10,61,1
9,4,10,57,1
47,3,10,161,1
47,1,10,130,1
9,3,10,92,1
66,0,10,82,1
101,1,9,128,0
105,2,7,11,1
42,1,9,117,1
26,3,10,87,1
47,1,10,102,1
15,1,0,117,0
47,1,10,98,1
42,1,9,127,1
26,3,10,173,1
40,1,7,96,0
9,1,10,102,1
63,2,8,20,0
68,2,10,31,1
101,1,9,102,0
101,1,9,121,1
69,1,10,128,1
67,1,10,128,1
9,1,10,121,1
107,0,9,60,1
47,3,10,147,1
